,EN SOURCE TXT,Korean
1126,"This app personalizes your advertising experience through MoPub, a devision of Twitter International Company. By consenting to this enhanced experience you’ll see ad’s that MoPub and it’s partners believe are more relevant to you. Depending on your privacy settings, MoPub and it’s partners may collect and process personal data such as device identifiers, location data, and other demographic and interest data about you to provide this personalized advertising experience. Learn More.\n\nBy Agreeing, you are confirming that you are over the age of 16 and would like a personalized as experience.	","본 앱은, Twitter International Company의 자회사인 MoPub를 통해 귀하의 광고 경험을 개인화합니다. 본 사항에 동의하심으로서, 귀하께서는 MoPub 및 파트너사가 귀하에게 더 관련이 있다고 판단하는 광고를 보게 되실 것입니다. 귀하의 개인정보 보호 설정에 따라, MoPub 및 파트너사들은 개인화된 광고 서비스를 제공해 드리기 위해, 기기 식별자, 위치 데이터 및 기타 귀하에 대한 지리정보 및 관심사 데이터를 수집할 수 있습니다. 더 자세히 알아보십시오.\n\n동의하심으로서, 귀하께서는 만 16세 이상이며, 개인화된 광고 서비스를 제공받고자 함을 확인해 주시는 것입니다.	"
1127,Maybe later,아마도 나중에
1128,"Yes, I agree",네 동의합니다
1129,"Turn ON to give TuneIn consent to personalize your user and advertising experience based on your personal data like device, location, and other demographic and interest data. OFF will disable personalization.","켬을 눌러서 TuneIn이 귀하의 사용자 경험을 개인화하고 기기, 위치 및 기타 지리 및 관심사 데이터에 기반한 광고를 제공해 드리는데 동의하십시오. 끔을 누르면 개인화가 비활성화됩니다."
1130,Personalized Experience,개인화된 사용자 경험
1131,true crime,진정한 범죄
1132,"podcast, episodes	","팟캐스트, 에피소드        "
1133,"comedy, media, politics","코미디, 미디어, 정치"
1134," interviews,","인터뷰,"
1135,how stuff works,만물의 원리
1136,concert,콘서트
1137,"ted talk, radio","TED 강연, 라디오"
1138,music,음악
1139,new york times,뉴욕타임즈
1140,"panoply, self help","Panoply, 자립미디어"
1141,morning show,모닝쇼
1142,"food, cooking, culture, ","푸드, 요리, 문화,"
1143,"unsolved, mystery, ","미지의 세계, 미스터리,"
1144,"serial, ","시리즈,"
1145,"podcast, food, ","팟캐스트, 푸드,"
1146,BASEBALL IS BACK.{0}BE THERE ON DAY 1.{0}LISTEN LIVE.,야구가 돌아왔습니다.{0}개막전을 놓치지 마세요.{0}라이브로 들으세요.
1147,BUSINESS & TECH NEWS{0}FOR MODERN TIMES.{0}LISTEN LIVE.,비즈니스 & 테크 뉴스{0}현대인을 위하여.{0}라이브로 들으세요.
1148,GO PREMIUM.,프리미엄에 가입하세요.
1149,LESS ADS.,광고는 적게.
1150,MORE JAZZ.,"""재즈는 많이.        """
1151,There was an error while saving your broadcaster name. Please try again.,귀하의 방송국 이름을 저장하는 도중에 에러가 발생했습니다. 다시 시도해 주세요.
1152,Check Out These New Seasons,이번 새 시즌 경기를 확인해 보세요
1153,Explore,탐색
1154,Music,음악
1155,What do you want to listen to?,어떤 방송을 듣고 싶으세요?
1156,Most Popular,최고 인기
1157,Global Music Radio,글로벌 뮤직 라디오
1158,MLB Opening Day,MLB 개막일
1159,Local Radio,지역 라디오
1160,Moods & Activities,기분 및 활동
1161,Global Radio,글로벌 라디오
1162,Local,지역
1163,Listen Live,생방송 듣기
1164,Listen Commercial-Free,광고 없이 듣기
1165,Fixed a deeplinking bug which caused some users to get stuck on the Home screen,일부 사용자에게 홈 화면에서 정지되는 문제를 일으킨 딥 링크 버그가 수정되었습니다
1166,BLACK HISTORY MONTH.{0}HEAR THE VOICES{0}SPREAD THE LOVE.,흑인 역사의 달.{0}목소리를 들으세요{0}사랑을 전파하세요.
1167,HOT HIP HOP & R&B.{0}HEAR IT NOW.{0}SET THE MOOD.,인기 힙합 & R&B.{0}지금 들으세요.{0}분위기를 만드세요.
1168,UNLIMITED NBA ACTION.{0}HEAR EVERY BASKET.{0}IT'S GAME TIME.,무제한 NBA 액션.{0}경기 내용을 전부 들으세요.{0}경기 시간입니다.
1169,Transport Controls Service,전송 컨트롤 서비스
1170,Media,미디어
1171,Third-party application connected to TuneIn,"""TuneIn에 연결된 서드 파티 애플리케이션       """
1172,Terms of Use Consent,이용 약관 동의
1173,Accept,동의
1174,"We and our partners use cookies and other similar technologies to give you the best online experience, understand how you use our site and serve you personalized content and advertising. Learn more about how we use cookies and how you can opt out in our {{a1}}Cookie Policy{{/a1}}.	","""당사와 파트너들은 귀하께 최상의 온라인 경험을 제공하고, 귀하께서 당사의 사이트를 어떻게 사용하시는지 파악하며, 귀하께 개인 맞춤 콘텐츠 및 광고를 제공해 드리기 위해 쿠키 및 기타 유사 기술을 사용합니다. 당사가 쿠키를 어떻게 사용하는지 파악하거나, 쿠키 사용을 불허하려면 어떻게 해야 하는지 자세히 알고 싶으시다면 당사의 {{a1}}쿠키 정책{{/a1}}을 읽어 보십시오.     """
1175,"By continuing to use our site, you consent to our use of cookies and other similar technologies.	","""사이트 이용을 계속하시는 경우, 당사의 쿠키 및 기타 유사 기술 사용에 동의하시게 됩니다.     """
1176,Already have an account?,이미 계정이 있으십니까?
1177,Don't have an account?,계정이 없으십니까?
1178,Claim Your Extended Trial,"""무료 체험 기간 연장 혜택 """
1179,And 50% Off Membership.,및 멤버십 50% 할인.
1180,Cancel Anytime.,언제든지 취소하십시오.
1181,{{percent/}} OFF,{{percent/}} 꺼짐
1182,CLAIM YOUR EXTENDED TRIAL,무료 체험 기간 연장 혜택을 받으세요
1183,Or Enter Your Card,혹은 카드를 입력하세요
1184,Paypal is active in another window.,Paypal이 다른 창에서 활성화되어 있습니다.
1185,"Paypal payment failed, please try again.",Paypal 결제가 실패했습니다. 다시 시도해 주십시오.
1186,PayPal payment options are invalid.,PayPal 결제 수단이 유효하지 않습니다.
1187,Ugh! We are sorry. There was an issue when trying to create your account. Please try again.,이런! 죄송합니다. 계정 생성 과정에서 문제가 발생했습니다. 다시 시도해 주십시오.
1188,Creating...,생성 중...
1189,Try Again,재시도
1190,Flemish,"""플라망어   """
1191,Highlighting Black Voices,흑인의 목소리 조명
1192,Listen Commercial-Free,광고 없이 듣기
1193,Listen Live,라이브로 듣기
1194,Music For Valentine's Day,밸런타인데이를 위한 음악
1195,Set The Mood,분위기를 만드세요
1196,Editors' Choice,에디터의 선택
1197,Love Is In The Air,사랑이 감돌고 있습니다
1198,Sometimes Love Kills,사랑은 치명적일 때도 있습니다
1199,Fall in Love with These Episodes,이 에피소드들과 사랑에 빠져 보세요
1200,NBA All-Star Weekend,NBA 올스타 주말
1201,MARCH MADNESS (NCAA basketball tournament)  IS HERE! Take the college hoops hysteria everywhere you go with ALL the big games in your pocket ALL month long.,"마치 매드니스(NCAA 농구 토너먼트)가 돌아왔습니다! 어디에 가시든, 대학가를 휩쓰는 농구 열풍을 한 달 내내 주머니 속에 넣고 즐기세요."
1202,Improved the reliability when launching from a deeplink or Siri Shortcut,딥링크 또는 Siri 단축어로 실행할 때의 안정성을 개선하였습니다
1203,JUMP INTO SPRING,봄 속으로 뛰어드세요
1204,TRY PREMIUM TODAY.,새로운 시작과 함께
1205,WITH A FRESH START.,오늘 프리미엄을 사용해 보세요.
1206,DOWNLOAD THE TUNE IN APP FOR A BETTER EXPERIENCE.,"""사용자 경험의 향상을 위해 TUNEIN 앱을 다운로드하세요.      """
1207,AROUND THE CLOCK MUSIC EVERYWHERE YOU GO WITH THE TUNEIN APP.,어디에 가든 TUNEIN 앱을 통해 즐기는 24시간 음악.
1208,GET ALL YOUR NEWS WHEREVER YOU ROAM WITH THE TUNE IN APP.,"""어디에 가든 TUNEIN 앱을 통해 온갖 뉴스를 받아보세요.      """
1209,ALL THE PODCASTS YOU LOVE! ONE TAP AWAY WITH THE TUNE IN APP.,당신이 사랑하는 모든 팟캐스트! TUNEIN 앱과 함께라면 한 번의 탭으로 충분합니다.
1210,LISTEN TO YOUR TEAM! EVERY GAME. ALL SEASON LONG ON TUNE IN.,"""응원 팀의 소식을 들으세요! 모든 경기. 시즌 내내 TUNEIN에서. """
1211,Give Feedback,피드백 전달
1212,You will be charged {{price/}} on {{date/}},{{date/}}에 {{price/}}가 청구될 예정입니다
1213,Celebrating Women's History Month,여성의 달 기념
1214,Celebrating Female Artists,여성 아티스트 기념
1215,Listen Live,생방송 듣기
1216,Listen Commercial-Free,무광고 방송 듣기
1217,FEEL COZY AND MERRY.,아늑하게. 행복하게.
1218,FROM BING TO MARIAH.,Bing에서 Mariah까지
1219,GET CAROLED AWAY.,캐롤에 빠져보세요.
1220,HOLIDAY MUSIC.,크리스마스 음악.
1221,Favorite podcast,팟캐스트 즐겨찾기 추가
1222,Favorite episode,에피소드 즐겨찾기 추가
1223,Unfavorite podcast,팟캐스트 즐겨찾기 해제
1224,Unfavorite episode,에피소드 즐겨찾기 해제
1225,Best Of Music 2018,2018년 베스트 뮤직
1226,Top 10 Music Stations,톱10 음악 방송국
1227,Most Listened To Artist Interviews,최고 청취율의 아티스트 인터뷰
1228,Top 5 Pop Stations,톱5 팝 방송국
1229,Top 5 Hip Hop Stations,톱5 힙합 방송국
1230,Top 5 Country Stations,톱5 컨트리 방송국
1231,Top 5 Latin Stations,톱5 라틴 방송국
1232,Top 5 Rock Stations,톱5 록 방송국
1233,Top 5 Jazz Stations,톱5 재즈 방송국
1234,Most Popular Music Podcasts,최고 인기 음악 팟캐스트
1235,Exclusive Artist Interviews,독점 아티스트 인터뷰
1236,Best Of Sports 2018,2018년 베스트 스포츠
1237,Top Sports Stations,톱 스포츠 방송국
1238,Top Sports Podcasts,톱 스포츠 팟캐스트
1239,ALT HITS.{0}HEAR IT NOW.{0}ULTIMATE VIBES.,얼터너티브 히트곡.{0}지금 들어보세요.{0}궁극의 전율.
1240,BREAKING NEWS.{0}LISTEN ON THE GO.{0}COMMERCIAL-FREE.,속보.{0}이동 중에 청취하세요.{0}광고가 없습니다.
1241,FOX NEWS TALK.{0}LIVE ON AIR.{0}GET THE SCOOP.,폭스뉴스 토크쇼.{0}생방송.{0}특종을 받아보세요.
1242,NBA SEASON IS ON.{0}LISTEN LIVE.{0}SLAM DUNK.,NBA 시즌이 시작됐습니다.{0}생방송으로 들으세요.{0}슬램 덩크.
1243,EVERY NFL GAME.{0}LISTEN LIVE.{0}TOUCHDOWN.,모든 NFL 게임.{0}생방송으로 들으세요.{0}터치다운.
1244,Get TuneIn,TuneIn 받기
1245,Like,좋아요
1246,Listen on TuneIn,TuneIn에서 듣기
1247,Share,공유
1248,Tis The Season,크리스마스 시즌
1249,Listen Commercial-Free,광고 없이 듣기
1250,National Coverage,전국 뉴스
1251,Local Coverage,지역 뉴스
1252,Best Of TuneIn 2018,2018년 TuneIn 베스트
1253,Top 5 News Podcasts,톱5 뉴스 팟캐스트
1254,Binge-worthy Podcasts,빠져볼만한 팟캐스트
1255,"New Year, New Podcasts","새해, 새 팟캐스트"
1256,Top 5 Sports Podcasts,톱5 스포츠 팟캐스트
1257,Remembering George H.W. Bush,조지 H.W. 부시를 추억하며
1258,Listen Live,생방송 듣기
1259,Podglomerate,팟글로머릿
1260,Sign In or Sign Up,로그인 또는 가입해 주세요
1261,Sign In or Sign Up,로그인 또는 가입해 주세요
1262,EVERY NFL GAME.,모든 NFL 경기.
1263,Already have an account? Sign in to to become a Premium Member.,이미 계정이 있으신가요? 로그인하셔서 프리미엄 멤버가 되세요.
1264,You must have an account with TuneIn to be a Premium Member.,프리이미엄 멤버가 되시려면 TuneIn 계정이 있어야 합니다.
1265,National Coverage,국가 커버리지
1266,Local Coverage,지역 커버리지
1267,Contact Support,고객지원팀에 문의하기
1268,"Due to applicable law, licensing restrictions and business needs, we will be removing the recording function from TuneIn Pro on September 14. If you need help or have feedback, please contact Customer Support.	","관련 법률, 라이선스 제한사항 및 비즈니스 상의 필요에 따라 9월 14일에 TuneIn Pro에서 녹음 기능이 제거될 예정입니다. 도움이 필요하거나 의견이 있으면, 고객지원팀으로 문의하시기 바랍니다."
1269,Recording Function Will Be Removed,녹음 기능이 제거됩니다
1270,"This station no longer allows us to offer rewind or fast forward functions, and these buttons will be disabled. If you need help or want to give feedback please contact support.	","이 스테이션에서는 이제부터는 되감기나 빨리 감기 기능을 제공하지 않으며, 이러한 버튼은 비활성화됩니다. 도움이 필요하거나 의견이 있으면, 고객지원팀으로 문의하시기 바랍니다."
1271,Disabled Rewind and Fast Forward Functions,되감기 및 빨리 감기 기능이 비활성화됨
1272,Got it,알았어요
1273,"Due to applicable law, licensing restrictions and business needs, the recording function has been removed from TuneIn Pro. If you need help or have feedback, please contact Customer Support.","관련 법률, 라이선스 제한사항 및 비즈니스 상의 필요에 따라 TuneIn Pro에서 녹음 기능이 제거되었습니다. 도움이 필요하거나 의견이 있으면, 고객지원으로 문의하시기 바랍니다."
1274,Recording Function Has Been Removed,녹음 기능이 제거되었습니다
1275,"coronavirus, covid, covid-19, outbreak, virus, news","코로나 바이러스, covid, covid-19, 확산, 바이러스, 뉴스"
1276,Baseball Podcasts,야구 팟캐스트
1277,Explore All NPR Stations,모든 NPR 스테이션 탐색하기
1278,Newport Jazz Revival Weekend,뉴포트 재즈 리바이벌 주말
1279,NHL Podcasts,NHL 팟캐스트
1280,Headlines This Week,이번 주의 주요 뉴스
1281,Local Coverage From Your Community,커뮤니티의 지역 소식
1282,Top MLB Podcasts,인기 MLB 팟캐스트
1283,Highlighting Black Voices,블랙 보이스 하이라이트
1284,MLB Podcasts,MLB 팟캐스트
1285,Spotlighting Black Creators,블랙 크리에이터에 주목하기
1286,Catch Up Quick,최신 뉴스 따라잡기
1287,Commercial-Free Summer,광고 없는 여름
1288,Beat the heat without interruptions. Only with TuneIn Premium.,방해 받지 말고 더위를 식히세요. TuneIn 프리미엄에서만 가능합니다.
1289,"	Commercial-free news and music. Every NFL & NHL game, no blackouts.	",광고 없는 뉴스와 음악. 블랙아웃 없는 모든 NFL & NHL 경기.
